job_id,job_tags
35BB84FC,Chuyên viên marketing online
35BB84FC,Nhân viên marketing online
35BB84FC,Chuyên viên PR Marketing
35BB84FC,Marketing Specialist
35BB84FC,Marketing Executive
35BB84FC,Nhân viên Marketing
35BB84FC,Marketer
35BB84FC,Online Marketing Executive
35BB8585,Senior Content Executive
35BB8585,Content Marketing
35BB8585,Content Writer
35BB8588,Unknown
35BB8580,Unknown
35BB84EB,Nhân viên Marketing
35BB84EB,Marketing Executive
35BB84EB,Marketer
35BB858B,Kiểm tra chất lượng
35BB8589,Unknown
35BB858D,Unknown
35BB8542,Unknown
35BB858E,Unknown
35BB8546,Unknown
35BB8543,Unknown
35BB8548,Sales Executive - BB Infrastructure/ Cấu trúc Cơ sở Hạ tầng
35BB8548,Sales Supervisor
35BB8548,Nhân viên kinh doanh
35BB8548,Chuyên viên kinh doanh
35BB8548,Quản lý kinh doanh
35BB8548,Nhân viên bán hàng
35BB8548,Chuyên viên bán hàng
35BB854A,Head of Office
35BB8547,Nhân viên kiểm soát công trường - LV tại Quảng Ninh
35BB8547,Quảng Ninh - Nhân viên kiểm soát công trường
35BB8547,kiểm soát công
35BB8524,Sales Executive
35BB8524,Giám sát kinh doanh
35BB8524,Nhân viên kinh doanh
35BB84B2,Printing Manager Garment
35BB84B2,Purchasing
35BB84B2,Nhân viên mua hàng  Staff
35BB84B2,Associates  Accountant
35BB84B2,Staff/ Executive/ Supervisor/ Manager
35BB84B2,purchasing staff
35BB84B2,Executive
35BB84B2,specialist
35BB84B2,Coordinator
35BB84B2,Supervisor
35BB84B2,officier
35BB84B2,Screen printing
35BB84B2,printing
35BB84B2,printer
35BB852B,Nhân viên nhập liệu đánh máy tại nhà
35BB852B,Data entry
35BB852B,Nhân viên nhập liệu tại nhà
35BB852B,Nhân viên nhập liệu
35BB852B,Nhân viên đánh máy
35BB852B,Thư ký nhập liệu
35BB8552,Nhân viên cứu hộ bể bơi
35BB8552,Quảng Ninh - Nhân viên cứu hộ bể bơi
35BB854E,Nhân viên bảo trì
35BB854E,Nhân viên kỹ thuật
35BB8544,Unknown
35BB8545,Unknown
35BB854B,Đại diện kinh doanh
35BB854B,Nhân viên phòng kinh doanh
35BB854B,Nhân viên bán hàng
35BB854B,Đại diện bán hàng
35BB854B,Telesales
35BB854B,Salesman
35BB854B,Sales Engineer
35BB854B,Sales Executive
35BB854B,Chuyên Viên Kinh Doanh
35BB854B,Sales Dept
35BB8553,Unknown
35BB8551,Nhân viên kế toán
35BB8551,Kế toán viên
35BB8551,Accountant
35BB8551,Junior Accountant
35BB8551,Kế toán công nợ
35BB8551,Kế toán công nợ và chi phí
35BB84FB,Business development officer
35BB84FB,Chuyên viên môi giới bất động sản
35BB8388,Nhân viên tuyển sinh
35BB8388,Admissions counselor
35BB84FE,content marketing
35BB84FE,content staff
35BB84FE,tiktok content
35BB84FE,Content Writer
35BB84FE,brand marketing
35BB8500,Marketing Operations Officer
35BB8500,Chuyên viên Social Media
35BB8500,Chuyên viên marketing online
35BB8500,Nhân viên marketing online
35BB8500,Chuyên viên PR Marketing
35BB8500,Marketing Specialist
35BB8500,Marketing Executive
35BB8500,Nhân viên Marketing
35BB8500,Marketer
35BB8500,Online Marketing Executive
35BB8506,Deputy Head of Office
35BB8157,Chuyên viên tư vấn
35BB8157,Tư vấn viên
35BB8157,Consultant
35BB8157,Counsellor
