job_id,nganh_nghe
35BB7D76,Xuất nhập khẩu
35BB7D75,CNTT - Phần mềm
35BB7D78,Tiếp thị / Marketing
35B292D2,Unknown
35BB7D37,Tiếp thị / Marketing
35BB7D37,Quảng cáo / Đối ngoại / Truyền Thông
35BB7D37,Sản xuất / Vận hành sản xuất
35BB7D3B,Sản xuất / Vận hành sản xuất
35BB7D3C,Cơ khí / Ô tô / Tự động hóa
35BB7D3C,Điện / Điện tử / Điện lạnh
35BB7D3C,Bảo trì / Sửa chữa
35BB7D3D,CNTT - Phần mềm
35BB7D3D,CNTT - Phần cứng / Mạng
35BB7D7E,Dịch vụ khách hàng
35BB7D7E,Giáo dục / Đào tạo
35BB7D7E,Biên phiên dịch
35BB7D7A,Nhân sự
35BB7D7A,Ngành khác
35BB7D18,Bán hàng / Kinh doanh
35BB7D18,Dịch vụ khách hàng
35BB7D18,Hành chính / Thư ký
35BB7D3F,Kế toán / Kiểm toán
35BB7D41,Tiếp thị / Marketing
35BB7D41,Nhà hàng / Khách sạn
35BB7D3E,Chứng khoán
35BB7D3E,Luật / Pháp lý
35BB7D40,Xây dựng
35BB7D40,Bất động sản
35BB7D33,Bán lẻ / Bán sỉ
35BB7D33,Bán hàng / Kinh doanh
35BB7D33,Nội ngoại thất
35BB7D4A,Kế toán / Kiểm toán
35BB7D4A,Ngân hàng
35BB7D4A,Hành chính / Thư ký
35BB7D45,Bán hàng / Kinh doanh
35BB7D45,Hàng gia dụng / Chăm sóc cá nhân
35BB7D45,Xuất nhập khẩu
35BB7D47,Mới tốt nghiệp / Thực tập
35BB7D47,Tiếp thị trực tuyến
35BB7D47,Dịch vụ khách hàng
35BB7CF1,Tư vấn
35BB7CF1,Dịch vụ khách hàng
35BB7CF1,Nhà hàng / Khách sạn
35BB7CF4,Hành chính / Thư ký
35BB7CF4,Kế toán / Kiểm toán
35BB7CF4,Tài chính / Đầu tư
35BB7CF3,Hành chính / Thư ký
35BB7CF3,Kế toán / Kiểm toán
35BB7CF3,Tài chính / Đầu tư
35BB7D49,Tiếp thị / Marketing
35BB7D49,Bán hàng / Kinh doanh
35BB7D49,Xây dựng
35BB7CBA,Bán hàng / Kinh doanh
35BB7CBA,Dịch vụ khách hàng
35BB7CBA,Y tế / Chăm sóc sức khỏe
35BB7CF6,Tiếp thị / Marketing
35BB7CF6,Bán hàng / Kinh doanh
35BB7CF6,Bán lẻ / Bán sỉ
35BB7CEE,Kiến trúc
35BB7CEE,Xây dựng
35BB7CEE,Bất động sản
35BB7CF8,Nhân sự
35BB3882,Kế toán / Kiểm toán
35BB3882,Ngân hàng
35BB3882,Vận chuyển / Giao nhận /  Kho vận
